北京启迪中谷能源科技有限公司,'91110114MA00AY2U2K,2016-12-29,科学研究和技术服务业,北京市,8,北京市昌平区马池口镇仁义路2号院3号二层204室,[]
北京京翰英才教育科技有限公司,'91110108685144428T,2009-01-21,科学研究和技术服务业,北京市,37,北京市海淀区万泉河路68号8号楼紫金大厦12层1206A号,"['北京京翰英才教育科技有限公司苏州第一分公司', '北京京翰英才教育科技有限公司锦江区分公司', '北京京翰英才教育科技有限公司武汉南湖分公司', '北京京翰英才教育科技有限公司深圳福田分公司', '北京京翰英才教育科技有限公司青山分公司', '北京京翰英才教育科技有限公司粮道街分公司', '北京京翰英才教育科技有限公司江夏分公司', '北京京翰英才教育科技有限公司太原第四分公司', '北京京翰英才教育科技有限公司天津河西分公司', '北京京翰英才教育科技有限公司天津和平分公司', '北京京翰英才教育科技有限公司重庆市大渡口区分公司', '北京京翰英才教育科技有限公司渝北第一分公司', '北京京翰英才教育科技有限公司江津分公司', '北京京翰英才教育科技有限公司高新区分公司', '北京京翰英才教育科技有限公司郑州金水区第二分公司', '北京京翰英才教育科技有限公司广州白云分公司', '北京京翰英才教育科技有限公司岳麓分公司', '北京京翰英才教育科技有限公司郑州金水区分公司', '北京京翰英才教育科技有限公司重庆第三分公司', '北京京翰英才教育科技有限公司郑州管城分公司', '北京京翰英才教育科技有限公司郑州郑东新区分公司', '北京京翰英才教育科技有限公司青羊区第一分公司', '北京京翰英才教育科技有限公司南岸分公司', '北京京翰英才教育科技有限公司太原第三分公司', '北京京翰英才教育科技有限公司郑州中原分公司', '北京京翰英才教育科技有限公司雨花分公司', '北京京翰英才教育科技有限公司武汉天地分公司', '北京京翰英才教育科技有限公司重庆第二分公司', '北京京翰英才教育科技有限公司芙蓉分公司', '北京京翰英才教育科技有限公司开福分公司', '北京京翰英才教育科技有限公司洛阳分公司', '北京京翰英才教育科技有限公司吴家湾分公司', '北京京翰英才教育科技有限公司武广分公司', '北京京翰英才教育科技有限公司重庆第一分公司', '北京京翰英才教育科技有限公司郑州分公司', '北京京翰英才教育科技有限公司南湖分公司', '北京京翰英才教育科技有限公司星沙分公司', '北京京翰英才教育科技有限公司天津第五分公司', '北京京翰英才教育科技有限公司合肥蜀山区分公司', '北京京翰英才教育科技有限公司天津第六分公司', '北京京翰英才教育科技有限公司经济技术开发区分公司', '北京京翰英才教育科技有限公司铁西分公司', '北京京翰英才教育科技有限公司海淀第七分公司', '北京京翰英才教育科技有限公司渝中分公司', '北京京翰英才教育科技有限公司呼和浩特回民区分公司', '北京京翰英才教育科技有限公司鲁能分公司', '北京京翰英才教育科技有限公司武昌分公司', '北京京翰英才教育科技有限公司西安第四分公司', '北京京翰英才教育科技有限公司东城第三分公司', '北京京翰英才教育科技有限公司西安第五分公司', '北京京翰英才教育科技有限公司晋中分公司', '北京京翰英才教育科技有限公司武汉青山分公司', '北京京翰英才教育科技有限公司杭州第二分公司', '北京京翰英才教育科技有限公司杭州第三分公司', '北京京翰英才教育科技有限公司大连甘井子分公司', '北京京翰英才教育科技有限公司海淀第五分公司', '北京京翰英才教育科技有限公司西安第三分公司', '北京京翰英才教育科技有限公司西安第二分公司', '北京京翰英才教育科技有限公司海淀第六分公司', '北京京翰英才教育科技有限公司合肥分公司', '北京京翰英才教育科技有限公司天津第五分公司', '北京京翰英才教育科技有限公司西安第一分公司', '北京京翰英才教育科技有限公司东城第二分公司', '北京京翰英才教育科技有限公司海淀第四分公司', '北京京翰英才教育科技有限公司杭州分公司', '北京京翰英才教育科技有限公司武汉永清分公司', '北京京翰英才教育科技有限公司成华区分公司', '北京京翰英才教育科技有限公司长沙开福分公司', '北京京翰英才教育科技有限公司青羊区分公司', '北京京翰英才教育科技有限公司陕西分公司', '北京京翰英才教育科技有限公司龙湖分公司', '北京京翰英才教育科技有限公司太原第一分公司', '北京京翰英才教育科技有限公司太原第二分公司', '北京京翰英才教育科技有限公司天津第四分公司', '北京京翰英才教育科技有限公司东城第一分公司', '北京京翰英才教育科技有限公司朝阳第五分公司', '北京京翰英才教育科技有限公司丰台第二分公司', '北京京翰英才教育科技有限公司海淀第二分公司', '北京京翰英才教育科技有限公司丰台第一分公司', '北京京翰英才教育科技有限公司朝阳第四分公司', '北京京翰英才教育科技有限公司朝阳第一分公司', '北京京翰英才教育科技有限公司朝阳第二分公司', '北京京翰英才教育科技有限公司朝阳第三分公司', '北京京翰英才教育科技有限公司东城分公司', '北京京翰英才教育科技有限公司杨家坪分公司', '北京京翰英才教育科技有限公司沈阳分公司', '北京京翰英才教育科技有限公司苏州分公司', '北京京翰英才教育科技有限公司哈尔滨南岗分公司', '北京京翰英才教育科技有限公司长春分公司', '北京京翰英才教育科技有限公司大连安达分公司', '北京京翰英才教育科技有限公司广州番禺分公司', '北京京翰英才教育科技有限公司广州越秀分公司', '北京京翰英才教育科技有限公司金牛分公司', '北京京翰英才教育科技有限公司天津第三分公司', '北京京翰英才教育科技有限公司天津第一分公司', '北京京翰英才教育科技有限公司哈尔滨分公司', '北京京翰英才教育科技有限公司广州天河分公司', '北京京翰英才教育科技有限公司成都双楠分公司', '北京京翰英才教育科技有限公司天津第二分公司', '北京京翰英才教育科技有限公司广州荔湾分公司', '北京京翰英才教育科技有限公司广州海珠分公司', '北京京翰英才教育科技有限公司江北分公司', '北京京翰英才教育科技有限公司太原分公司', '北京京翰英才教育科技有限公司沙坪坝分公司', '北京京翰英才教育科技有限公司九龙坡分公司', '北京京翰英才教育科技有限公司武汉江岸分公司', '北京京翰英才教育科技有限公司武汉江汉分公司', '北京京翰英才教育科技有限公司大连分公司', '北京京翰英才教育科技有限公司天津分公司', '北京京翰英才教育科技有限公司武汉洪山分公司', '北京京翰英才教育科技有限公司重庆分公司', '北京京翰英才教育科技有限公司成都分公司', '北京京翰英才教育科技有限公司海淀第三分公司', '北京京翰英才教育科技有限公司宣武分公司', '北京京翰英才教育科技有限公司武汉分公司', '北京京翰英才教育科技有限公司西城分公司', '北京京翰英才教育科技有限公司海淀第一分公司']"
北京华仪乐业节能服务有限公司,'911103026343145623,1998-03-02,科学研究和技术服务业,北京市,28,北京市北京经济技术开发区科创三街8号,[]
北京安珂罗工程技术有限公司,'911101055636031478,2011-01-10,科学研究和技术服务业,北京市,55,北京市朝阳区酒仙桥路10号1号楼二层201室,[]
北京广天夏科技有限公司,'91110108585848639X,2011-11-08,科学研究和技术服务业,北京市,-,北京市朝阳区芍药居35号楼-1至13层101内9层910室,[]
北京及第卓越科技有限公司,'91110114590633958M,2012-02-22,信息传输、软件和信息技术服务业,北京市,8,北京市昌平区城南街道龙水路22号院1号楼13层1302-070号,[]
北京豪越伟业科技有限公司,'91110116067346778B,2013-04-12,科学研究和技术服务业,北京市,9,北京市怀柔区北房镇幸福西街1号301室,[]
北京格瑞斯特科技有限公司,'911101085620879968,2010-09-17,科学研究和技术服务业,北京市,29,北京市海淀区上地信息路11号1至4层整栋1幢二层西209室,[]
北京盛泰华业科技有限公司,'91110112MA006AD18D,2016-06-17,科学研究和技术服务业,北京市,-,北京市通州区中关村科技园区通州园金桥科技产业基地景盛南二街12号11号楼10层1023室,[]
北京七星华创流量计有限公司,'91110302MA00B9MQ4G,2017-01-10,制造业,北京市,221,北京市北京经济技术开发区文昌大道8号1幢506室,[]
北京清影华康科技有限公司,'91110108MA007B0N30,2016-08-02,科学研究和技术服务业,北京市,11,北京市海淀区北清路68号院1号楼1层10室,[]
北京帝格线束有限责任公司,'91110116700269852N,1999-07-14,制造业,北京市,107,北京市怀柔区三公里铁路桥北,[]
北京恒通思维科技有限公司,'911101177861916025,2006-03-07,科学研究和技术服务业,北京市,6,北京市平谷区镇罗营镇镇罗营东街5号A区-5,['北京恒通思维科技有限公司第一分公司']
北京云摩无限科技有限公司,'91110102567413850B,2011-01-14,科学研究和技术服务业,北京市,5,北京市西城区新街口外大街28号102号楼111室(德胜园区),['北京云摩无限科技有限公司山西分公司']
北京捷易迅信息技术有限公司,'91110106335614557W,2015-04-14,租赁和商务服务业,北京市,-,北京市丰台区长兴路16号院6号楼2层209室,[]
北京精微致合测试技术有限公司,'91110116MA006ANR4N,2016-06-16,科学研究和技术服务业,北京市,18,北京市怀柔区雁栖经济开发区乐园南一街11号,[]
北京中建瑞特防水建材有限公司,'91110111735116020X,2002-01-24,制造业,北京市,5,北京市房山区琉璃河工业小区,"['北京中建瑞特防水建材有限公司天津分公司', '北京中建瑞特防水建材有限公司上海经销部']"
北京墨云科技有限公司,'91110108MA00E4D666,2017-05-03,科学研究和技术服务业,北京市,9,北京市海淀区上地信息路12号3层A区A315,[]
北京康木富特科技有限公司,'911101145585544322,2010-07-09,科学研究和技术服务业,北京市,10,北京市昌平区科技园区中兴路10号1号二层B226,['北京康木富特科技有限公司第一分公司']
北京高科长远数码科技有限公司,'91110102663117883F,2007-06-05,科学研究和技术服务业,北京市,4,北京市西城区新德街20号28幢205(德胜园区),['北京高科长远数码科技有限公司四川分公司']
北京乐城堡科技有限公司,'91110108318284437C,2014-11-24,科学研究和技术服务业,北京市,20,北京市海淀区北清路68号院24号楼A座4层0405,[]
北京都润生态环境工程有限公司,'91110107797593295J,2006-12-27,水利、环境和公共设施管理业,北京市,-,北京市怀柔区怀柔镇郭家坞村414号,"['北京都润生态环境工程有限公司固原分公司', '北京都润生态环境工程有限公司临澧分公司']"
北京天成信泰环保科技发展有限公司,'91110111069634968B,2013-05-03,科学研究和技术服务业,北京市,3,北京市房山区窦店镇白草洼科技楼2幢,[]
北京流金岁月文化传播股份有限公司,'91110107579025679G,2011-07-22,文化、体育和娱乐业,北京市,8,北京市石景山区实兴大街30号院3号楼2层B-0103房间,['北京流金岁月文化传播股份有限公司成都分公司']
北京天杉高科风电科技有限责任公司,'91110302318134885C,2014-11-05,科学研究和技术服务业,北京市,66,北京市北京经济技术开发区康定街19号1号楼401,['北京天杉高科风电科技有限责任公司阜城分公司']
北京九州宏图技术有限公司,'911101087214729998,2000-04-27,科学研究和技术服务业,北京市,68,北京市海淀区羊坊店路15号办公楼333室及一层,[]
北京手游天下数字娱乐科技股份有限公司,'91110107580856760N,2011-08-12,科学研究和技术服务业,北京市,3,北京市石景山区实兴大街30号院3号楼2层B-0087房间,['北京手游天下数字娱乐科技股份有限公司合肥分公司']
北京集成汇科技有限公司,'91110116306375534Y,2014-06-24,科学研究和技术服务业,北京市,16,北京市怀柔区迎宾南路11号五幢二层2213室,[]
中国北方工业有限公司,'91110000100000307G,1981-05-20,批发和零售业,北京市,658,北京市西城区广安门南街甲12号,"['中国北方工业广州公司', '中国北方工业天津公司', '中国北方工业深圳公司', '中国北方工业海南公司', '中国北方工业北京公司', '中国北方工业厦门公司', '中国北方工业上海公司', '中国北方工业大连公司', '中国北方工业湛江公司', '北京北方设计研究所', '中国北方工业公司合肥业务部', '中国北方工业公司上海浦东分公司经营部', '中国北方工业公司长春摩托车销售中心第一经营部', '中国北方工业公司长春摩托车销售中心第二经营部', '中国北方工业公司长春经销部', '中国北方工业公司北京业务部', '中国北方工业公司成都业务部', '中国北方工业公司西安业务部', '中国北方工业公司武汉业务部', '中国北方工业公司长春摩托车销售中心', '中国北方工业公司西安办事处', '中国北方工业公司北京四环业务部', '中国北方工业公司北京三环业务部', '中国北方工业公司都江堰业务部', '中国北方工业公司重庆汽车经营部', '中国北方工业公司上海浦东分公司', '中国北方工业公司养马岛度假村', '中国北方工业公司西德莱茨公司北京技术维修服务站', '中国北方工业公司深圳分公司招待所', '中国北方工业公司深圳分公司展销部', '中国北方工业公司深圳分公司民用产品展销部', '中国北方工业公司大连分公司北方楼宾馆酒吧', '中国北方工业公司上海分公司', '中国北方工业公司深圳西林实业公司', '中国北方工业公司天津公司', '中国北方工业公司养马岛渡假村', '中国北方国际射击场/中国北方工业公司', '中国北方工业公司湛江分公司', '中国北方工业公司深圳分公司金星电脑工程公司', '中国北方国际射击场 /中国北方工业公司', '中国北方工业公司厦门分公司', '中国北方工业公司有限公司分公司', '中国北方工业公司北京北方大厦经贸公司', '中国北方工业公司广州分公司']"
北京心物裂帛电子商务股份有限公司,'91110112575238191E,2011-05-09,批发和零售业,北京市,343,北京市通州区潞苑南大街1093号1039室,"['北京心物不二电子商务有限公司海淀销售分公司', '北京心物不二电子商务有限公司燕郊分公司']"
北京宝兴达信息技术有限公司,'9111010576353334X3,2004-06-03,科学研究和技术服务业,北京市,37,北京市朝阳区东直门外西八间房万红西街2号21幢3层C3005,[]
北京嘉能高创环保科技有限公司,'91110112MA0035DA1M,2016-01-14,科学研究和技术服务业,北京市,3,北京市通州区中关村科技园区通州园金桥科技产业基地景盛南二街25号23号楼602房间,[]
中机华信诚电力工程有限公司,'91110102664616334W,2007-07-12,建筑业,北京市,78,北京市西城区裕民东路5号二层,['开封中机华信诚电力工程有限公司']
北京东方天合生物技术有限责任公司,'91110106700317367Q,1999-06-02,科学研究和技术服务业,北京市,12,北京市丰台区东滨河路4号7幢208号,['北京东方天合生物技术有限责任公司饲料生产厂']
北京城乡时代投资有限公司,'91110115306780679P,2014-09-02,租赁和商务服务业,北京市,28,北京市大兴区芦花路1号,[]
北京恒润昊网科技有限公司,'91110106685772037D,2009-03-05,批发和零售业,北京市,2,北京市丰台区建欣苑四里1号楼1幢15-101,[]
北京清畅电力技术股份有限公司,'91110108780955384Y,2005-10-13,科学研究和技术服务业,北京市,161,北京市海淀区上地三街9号C座10层1111号,"['北京清畅电力技术股份有限公司上海分公司', '北京清畅电力技术股份有限公司怀柔分公司']"
中积有限公司,'91110108MA009JKQ8F,2016-11-16,科学研究和技术服务业,北京市,23,北京市海淀区北四环中路229号海泰大厦9层917E,[]
北京威克多制衣中心,'91110115102193560K,1994-11-21,制造业,北京市,196,北京市大兴区工业开发区金苑路甲15号,"['北京威克多制衣中心上海西康路分店', '北京威克多制衣中心上海静安分店', '北京威克多制衣中心沈河分中心']"
北京大数医达科技有限公司,'91110108MA0010272T,2015-09-29,科学研究和技术服务业,北京市,26,北京市海淀区东北旺北京中关村软件园孵化器1号楼B座二层1206室,[]
北京冲浪科技有限公司,'91110108MA00EQAT57,2017-05-25,科学研究和技术服务业,北京市,-,北京市海淀区海淀大街3号1幢A座3层301-032,[]
北京博华信智科技股份有限公司,'911101147899806312,2006-06-01,信息传输、软件和信息技术服务业,北京市,148,北京市昌平区白浮泉路21号富泉花园卢森堡园F座111室,['北京博华信智科技股份有限公司第一分公司']
北京快友世纪科技股份有限公司,'91110000562080364H,2010-09-20,科学研究和技术服务业,北京市,119,北京市朝阳区阜通东大街1号院5号楼2单元324502室,[]
北京中科卓望网络科技有限公司,'91110108MA00B8RA2P,2017-01-13,科学研究和技术服务业,北京市,-,北京市海淀区中关村大街22号9层A901室,[]
北京锦程前方科技有限公司,'91110108767525662D,2004-09-30,科学研究和技术服务业,北京市,90,北京市昌平区城北街道西关槐树巷甲3号6号楼1层136号,"['北京锦程前方科技有限公司河北分公司', '北京锦程前方科技有限公司山东分公司', '北京锦程前方科技有限公司日照分公司']"
北京华安创达科技有限公司,'911101085568505108,2010-06-09,科学研究和技术服务业,北京市,4,北京市海淀区悦秀路99号1-320,[]
北京京能未来燃气热电有限公司,'91110114067316755U,2013-04-23,电力、热力、燃气及水生产和供应业,北京市,116,北京市昌平区未来科技城南区达华庄园西侧,[]
北京百通加成技术有限公司,'91110105678768208E,2008-08-06,科学研究和技术服务业,北京市,-,北京市朝阳区樱花西街8号楼403房间,[]
北京优测同信科技有限公司,'91110108078509587F,2013-09-25,科学研究和技术服务业,北京市,5,北京市海淀区丰慧中路7号新材料创业大厦4层417,[]
北京华凯世纪工程设备有限公司,'91110106699645717R,2009-12-18,批发和零售业,北京市,2,北京市丰台区万兴路1号院1号楼16层1604,[]
北京扫扫看科技有限公司,'91110105339809175X,2015-04-30,科学研究和技术服务业,北京市,9,北京市朝阳区望京西路48号院5号楼1507号,[]
北京博文卡特科技有限公司,'91110108078529449B,2013-09-22,科学研究和技术服务业,北京市,54,北京市海淀区白家疃尚峰园1号楼4层518,[]
北京天特信科技有限公司,'91110105358336510H,2015-09-14,科学研究和技术服务业,北京市,21,北京市朝阳区安翔北里11号1层126室,[]
北京物通时空网络科技开发有限公司,'911101086796086010,2008-09-02,科学研究和技术服务业,北京市,10,北京市海淀区北四环西路9号2106室,"['北京物通时空网络科技开发有限公司分公司', '北京物通时空网络科技开发有限公司河南分公司']"
北京光点互动科技股份有限公司,'911101087940786509,2006-09-25,科学研究和技术服务业,北京市,11,北京市海淀区花园路2号牡丹创业楼4层402号,[]
北京瑞谷拜特软件技术有限公司,'91110108098794899J,2014-04-22,信息传输、软件和信息技术服务业,北京市,11,北京市海淀区创业路8号5号楼5层5-7室502号,[]
北京帕尔普线路器材有限公司,'911101116000490433,1996-06-05,制造业,北京市,129,北京市房山区良乡工业开发区国槐街1号,['北京帕尔普线路器材有限公司分厂']
北京奇迹时代科技有限公司,'91110108089693949D,2013-12-24,科学研究和技术服务业,北京市,108,北京市海淀区花园东路11号泰兴大厦三层301室,[]
电信科学技术仪表研究所有限公司,'91110112400000958E,2001-04-06,科学研究和技术服务业,北京市,348,北京市通州区北苑155号,[]
北京子墨翰林文化传媒有限公司,'911101073064034359,2014-06-25,文化、体育和娱乐业,北京市,7,北京市石景山区石景山路3号玉泉大厦四层常青藤青年创业工作室127号,[]
北京深远世宁科技有限公司,'9111011455854738X3,2010-07-12,科学研究和技术服务业,北京市,36,北京市海淀区高里掌路3号院11号楼一层102D,[]
北京清芝融科商用机器股份有限公司,'91110108744706321B,2003-01-07,制造业,北京市,47,北京市海淀区西三环北路21号1号楼1201室,"['北京清芝融科商用机器股份有限公司昌平分公司', '北京同方清芝商用机器有限公司昌平科技分公司', '北京同方清芝商用机器有限公司九江分公司']"
北京金达威活性炭科技有限公司,'91110108736486322Y,2002-03-14,科学研究和技术服务业,北京市,6,北京市海淀区丰贤中路7号4号楼四层4074号,[]
北京市北分仪器技术有限责任公司,'91110108102015385K,1992-08-14,科学研究和技术服务业,北京市,75,北京市海淀区北清路160号99号楼3-5层,[]
北京安和博控科技有限公司,'91110108067307998E,2013-04-23,科学研究和技术服务业,北京市,4,北京市海淀区远大园六区沿街商场二层207室,[]
北京卓效节能装饰建材科技有限公司,'91110112562073623T,2010-09-25,科学研究和技术服务业,北京市,5,北京市通州区永乐店镇永乐大街31号-612号,[]
北京创智通科技发展有限公司,'91110102786860423T,2006-03-28,科学研究和技术服务业,北京市,15,北京市大兴区西红门镇欣美街高尔夫俱乐部配套楼B座219,['北京创智通科技发展有限公司上海分公司']
北京时代思动科技有限公司,'91110106MA006HGB8M,2016-06-22,科学研究和技术服务业,北京市,10,北京市丰台区海鹰路8号院3号楼3层315室(园区),[]
北京蒂本斯工程技术有限公司,'91110106758203127X,2004-02-12,科学研究和技术服务业,北京市,27,北京市丰台区南四环西路188号二区4号楼10层,[]
北京品创联拓科技有限公司,'91110108691680032T,2009-06-29,科学研究和技术服务业,北京市,29,北京市海淀区学清路9号汇智大厦7层2单元805A,[]
北京佳宇康华科技有限公司,'91110108MA008NMJ9W,2016-10-11,科学研究和技术服务业,北京市,2,北京市海淀区北清路164号28-38号院136号,[]
北京泽佳科益科技有限公司,'91110108668415791K,2007-10-26,科学研究和技术服务业,北京市,76,北京市海淀区上地十街1号院3号楼1303室,"['北京泽佳科益科技有限公司西安分公司', '北京泽佳科益科技有限公司成都分公司', '北京泽佳科益科技有限公司宁波分公司']"
北京绿缘瑞昌农业技术发展有限公司,'91110116671707621E,2008-01-24,科学研究和技术服务业,北京市,3,北京市怀柔区桥梓镇杨家东庄村98号,[]
北京良仓文化传播有限公司,'91110105059231575L,2012-12-24,文化、体育和娱乐业,北京市,47,北京市朝阳区百子湾路32号院6号楼1层60号,[]
中软信息系统工程有限公司,'91110114746112543C,2003-01-13,科学研究和技术服务业,北京市,388,北京市昌平区北七家镇未来科技城南区中国电子信息安全技术研发基,"['中软信息系统工程有限公司长沙分公司', '中软信息系统工程有限公司山西分公司', '中软信息系统工程有限公司深圳分公司', '中软信息系统工程有限公司河南分公司', '中软信息系统工程有限公司珠海分公司']"
北京易知路科技有限公司,'91110108067346372F,2013-04-09,科学研究和技术服务业,北京市,32,北京市海淀区海淀中街16号9层2单元907室,[]
北京知呱呱科技服务有限公司,'91110108339844560A,2015-05-04,科学研究和技术服务业,北京市,202,北京市海淀区四季青路7号院1号楼-1至3层102东侧二层220,[]
北京依伏科技有限公司,'91110105MA0089PL6P,2016-09-18,科学研究和技术服务业,北京市,-,北京市朝阳区广渠东路60号南院4幢101室,[]
北京国信红源科技有限公司,'91110108699631198B,2009-12-18,科学研究和技术服务业,北京市,15,北京市海淀区知春路108号1号楼605室,[]
北京中电智通科技有限公司,'9111010856361185XR,2010-11-09,科学研究和技术服务业,北京市,40,北京市海淀区上地信息路11号北楼西段四层401室,[]
北京瓶装火箭文化发展有限公司,'91110116MA003KG182,2016-02-14,文化、体育和娱乐业,北京市,-,北京市怀柔区北房镇幸福西街1号301室,[]
北京新华高科新能源技术有限公司,'911101157642467484,2004-06-22,科学研究和技术服务业,北京市,2,北京市大兴区黄村东大街38号院6号楼3层3-019,"['北京新华高科新能源技术有限公司石家庄分公司', '北京新华高科新能源技术有限公司宁夏分公司']"
北京博信宏达机房设备有限公司,'91110106660541195C,2007-04-02,批发和零售业,北京市,-,北京市丰台区太平桥村乙8号2号楼320室,[]
北京友好永续环保科技有限公司,'91110108399659738E,2014-05-12,科学研究和技术服务业,北京市,-,北京市海淀区昌运宫7号楼1幢171,[]
工控网(北京)信息技术股份有限公司,'911101086003777923,2001-10-26,科学研究和技术服务业,北京市,75,北京市海淀区紫竹院路116号B座808室,[]
北京觅跑科技有限公司,'91110108MA00EXREXE,2017-06-01,科学研究和技术服务业,北京市,55,北京市海淀区翠微中里14号楼三层B275,[]
北京东方金鹰信息科技股份有限公司,'91110108600419884G,1997-02-21,科学研究和技术服务业,北京市,138,北京市海淀区万寿路街道复兴路61号院恒欣商务大厦主楼416室,"['北京东方金鹰信息科技股份有限公司东城分公司', '北京东方金鹰信息科技股份有限公司经济技术开发区分公司', '北京东方金鹰信息科技股份有限公司昌平分公司', '北京东方金鹰信息科技股份有限公司分公司']"
北京国电海通科技发展有限公司,'91110108767547191Y,2004-09-20,科学研究和技术服务业,北京市,77,北京市海淀区彰化路138号院1号楼4层415,[]
北京亚洲卫星通信技术有限公司,'91110108600003280L,1989-06-22,制造业,北京市,191,北京市海淀区中关村北一条15号,"['北京亚洲卫星通信技术有限公司正定新区分公司', '北京亚洲卫星通信技术有限公司武汉分公司', '北京亚洲卫星通信技术有限公司吉林省分公司', '北京亚洲卫星通信技术有限公司西藏分公司', '北京亚洲卫星通信技术有限公司西安分公司', '北京亚洲卫星通信技术有限公司重庆分公司', '北京亚洲卫星通信技术有限公司兰州分公司', '北京亚洲卫星通信技术有限公司山东分公司', '北京亚洲卫星通信技术有限公司天津分公司', '北京亚洲卫星通信技术有限公司海淀第一科技分公司', '北京亚洲卫星通信技术有限公司成都分公司', '北京亚洲卫星通信技术有限公司青海分公司', '北京亚洲卫星通信技术有限公司密云一分公司', '北京亚洲卫星通信技术有限公司山东分公司', '北京亚洲卫星通信技术有限公司经营部']"
北京众绘虚拟现实技术研究院有限公司,'91110113MA008N96XH,2016-09-30,科学研究和技术服务业,北京市,25,北京市顺义区顺通路25号5幢212室,[]
北京亿融基业科技有限责任公司,'911101087975785037,2006-12-31,科学研究和技术服务业,北京市,6,北京市海淀区西四环北路158号1幢4层4081号,[]
北京中诚仁和科技有限公司,'91110114318091133H,2014-10-28,科学研究和技术服务业,北京市,19,北京市昌平区东小口镇天通东苑一区1号楼-1至4层101内301,[]
